車款名稱,成本底價,備註
MITSUBISHI OUTLANDER 灰 (2015),176651,"里程: 176,651km, 評價: A+, 來源: PDF"
MITSUBISHI OUTLANDER 白 (2016),295532,"里程: 295,532km, 評價: A+, 來源: PDF"
MITSUBISHI OUTLANDER 白 (2016),159000,"里程: 129,559km, 評價: A, 來源: PDF"
MITSUBISHI OUTLANDER 黑 (2018),240900,"里程: 240,900km, 評價: , 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
MITSUBISHI OUTLANDER 黑 (2020),220851,"里程: 220,851km, 評價: , 來源: PDF"
MITSUBISHI OUTLANDER 黑 (2022),532000,"里程: 49,158km, 評價: A+, 來源: PDF"
MITSUBISHI SAVRIN 銀 (2006),195668,"里程: 195,668km, 評價: B, 來源: PDF"
MITSUBISHI SAVRIN 灰 (2009),186599,"里程: 186,599km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 綠 (2002),156025,"里程: 156,025km, 評價: B+, 來源: PDF"
MITSUBISHI VERYCA 藍 (2007),166273,"里程: 166,273km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 藍 (2009),144791,"里程: 144,791km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 銀 (2012),200251,"里程: 200,251km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 銀 (2013),93851,"里程: 93,851km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白 (2014),130876,"里程: 130,876km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍 (2014),269983,"里程: 269,983km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍 (2015),178000,"里程: 118,768km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 銀 (2016),185550,"里程: 185,550km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍 (2016),170970,"里程: 170,970km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍 (2016),135000,"里程: 9,041km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 銀 (2016),180000,"里程: 3,569km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 藍 (2017),217690,"里程: 217,690km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍白 (2017),184270,"里程: 184,270km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 藍 (2017),168000,"里程: 165,540km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 銀 (2017),159000,"里程: 122,686km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 銀 (2017),174000,"里程: 83,759km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 藍 (2018),190000,"里程: 30,545km, 評價: B+, 來源: PDF"
MITSUBISHI VERYCA 銀 (2018),201307,"里程: 201,307km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 銀 (2018),127000,"里程: 65,525km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 銀 (2018),149000,"里程: 129,220km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍 (2018),151846,"里程: 151,846km, 評價: A, 來源: PDF"
MITSUBISHI VERYCA 藍 (2018),177000,"里程: 37,822km, 評價: B+, 來源: PDF"
白 紅 灰 (2018),224000,"里程: 49,808km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白 (2019),234000,"里程: 95,229km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 藍 (2019),300000,"里程: 69,947km, 評價: A, 來源: PDF"
MITSUBISHI VERYCA 銀白 (2019),260000,"里程: 104,773km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白 (2019),160062,"里程: 160,062km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白 (2019),151000,"里程: 70,326km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白 (2020),171000,"里程: 67,571km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 銀 (2020),180000,"里程: 142,345km, 評價: A, 來源: PDF"
MITSUBISHI VERYCA 藍 (2020),332000,"里程: 40,723km, 評價: A, 來源: PDF"
MITSUBISHI VERYCA 白 (2020),175000,"里程: 150,127km, 評價: A, 來源: PDF"
MITSUBISHI VERYCA 深黃彩繪 (2020),111000,"里程: 56,192km, 評價: B, 來源: PDF"
VERYCA 白 藍 (2020),232000,"里程: 102,038km, 評價: A, 來源: PDF"
MITSUBISHI VERYCA 白 (2020),212000,"里程: 178,341km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍 (2021),253000,"里程: 41,557km, 評價: B+, 來源: PDF"
MITSUBISHI VERYCA 白 (2021),230000,"里程: 68,010km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 藍 (2021),219000,"里程: 96,732km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 白 (2021),271000,"里程: 65,279km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白藍 (2021),252000,"里程: 102,744km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 白 (2021),206000,"里程: 104,180km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 白 (2021),339000,"里程: 56,450km, 評價: B+, 來源: PDF"
MITSUBISHI VERYCA 白 (2022),157000,"里程: 150,107km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍 (2022),179000,"里程: 99,354km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 藍 (2022),330000,"里程: 44,156km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 銀 (2022),330000,"里程: 41,834km, 評價: , 來源: PDF"
MITSUBISHI VERYCA 藍 (2022),165000,"里程: 88,325km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍 (2022),360000,"里程: 33,756km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 藍 (2022),376000,"里程: 49,648km, 評價: A, 來源: PDF"
MITSUBISHI VERYCA 白 (2022),195000,"里程: 111,957km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白 (2022),359000,"里程: 9,753km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 銀 (2022),278000,"里程: 90,351km, 評價: , 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
MITSUBISHI VERYCA 白 (2022),165000,"里程: 1,782km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 藍白紅 (2022),292000,"里程: 76,754km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白 (2022),289000,"里程: 77,744km, 評價: A, 來源: PDF"
VERYCA 藍 白 (2022),227000,"里程: 54,849km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白 (2022),347000,"里程: 53,433km, 評價: A+, 來源: PDF"
VERYCA 藍 白 (2022),272000,"里程: 82,982km, 評價: B, 來源: PDF"
VERYCA 藍 白 (2022),280000,"里程: 55,913km, 評價: B+, 來源: PDF"
MITSUBISHI VERYCA 白 (2022),303000,"里程: 63,223km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 藍 (2022),199000,"里程: 119,062km, 評價: B, 來源: PDF"
MITSUBISHI VERYCA 白 (2022),300000,"里程: 43,923km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 藍 (2023),295000,"里程: 38,587km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 藍白 (2023),346000,"里程: 16,650km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 藍 (2023),340000,"里程: 49,848km, 評價: B+, 來源: PDF"
MITSUBISHI VERYCA 白 (2023),390000,"里程: 21,183km, 評價: A+, 來源: PDF"
MITSUBISHI VERYCA 藍 (2024),70000,"里程: 1km, 評價: N, 來源: PDF"
MITSUBISHI ZINGER 藍 (2009),159557,"里程: 159,557km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 深灰 (2013),90752,"里程: 90,752km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 銀 (2014),134775,"里程: 134,775km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 灰 (2016),272091,"里程: 272,091km, 評價: B+, 來源: PDF"
MITSUBISHI ZINGER 銀 (2016),297751,"里程: 297,751km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 白 (2017),134101,"里程: 134,101km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 灰 (2017),125335,"里程: 125,335km, 評價: B+, 來源: PDF"
MITSUBISHI ZINGER 銀 (2018),154178,"里程: 154,178km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 灰 (2019),130000,"里程: 88,791km, 評價: B, 來源: PDF"
MITSUBISHI ZINGER 銀 (2019),158028,"里程: 158,028km, 評價: B, 來源: PDF"
MITSUBISHI ZINGER 銀 (2019),164050,"里程: 164,050km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 銀 (2019),187000,"里程: 46,260km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 銀 (2020),157000,"里程: 136,839km, 評價: B, 來源: PDF"
MITSUBISHI ZINGER 銀 (2020),220000,"里程: 29,469km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 銀 (2020),221000,"里程: 48,833km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 銀 (2020),143000,"里程: 122,411km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 白 (2020),171745,"里程: 171,745km, 評價: B+, 來源: PDF"
MITSUBISHI ZINGER 白 (2020),198000,"里程: 103,111km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 白 (2020),185000,"里程: 126,685km, 評價: A, 來源: PDF"
MITSUBISHI ZINGER 灰 (2020),180000,"里程: 106,077km, 評價: A, 來源: PDF"
MITSUBISHI ZINGER 灰 (2021),190000,"里程: 54,275km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 銀 (2021),266000,"里程: 43,112km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 白 (2021),183000,"里程: 91,900km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 藍 (2021),162000,"里程: 117,221km, 評價: A, 來源: PDF"
MITSUBISHI ZINGER 白 (2021),141000,"里程: 130,798km, 評價: B+, 來源: PDF"
MITSUBISHI ZINGER 灰 (2022),221000,"里程: 77,010km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 灰 (2022),242000,"里程: 30,055km, 評價: A, 來源: PDF"
MITSUBISHI ZINGER 黑 (2022),151000,"里程: 75,124km, 評價: B, 來源: PDF"
MITSUBISHI ZINGER 黑 (2022),250000,"里程: 68,961km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),303000,"里程: 31,708km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 灰 (2022),272000,"里程: 47,787km, 評價: A, 來源: PDF"
MITSUBISHI ZINGER 白 (2022),302000,"里程: 63,059km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 灰 (2022),340000,"里程: 27,921km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 白 (2022),276000,"里程: 63,142km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 白 (2022),270000,"里程: 34,335km, 評價: B, 來源: PDF"
MITSUBISHI ZINGER 白 (2022),141000,"里程: 45,174km, 評價: C, 來源: PDF"
MITSUBISHI ZINGER 白 (2022),236000,"里程: 41,306km, 評價: A, 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),203000,"里程: 70,350km, 評價: A, 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),165000,"里程: 96,023km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),190000,"里程: 69,646km, 評價: B, 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),183000,"里程: 86,087km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),152000,"里程: 80,349km, 評價: B, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),170000,"里程: 78,435km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),173000,"里程: 89,477km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 灰 (2022),193000,"里程: 65,515km, 評價: B, 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),203000,"里程: 65,825km, 評價: A, 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),190000,"里程: 77,096km, 評價: B+, 來源: PDF"
MITSUBISHI ZINGER 銀 (2022),164000,"里程: 101,207km, 評價: , 來源: PDF"
MITSUBISHI ZINGER 藍 (2023),343000,"里程: 26,892km, 評價: A+, 來源: PDF"
MITSUBISHI ZINGER 灰 (2023),285000,"里程: 64,902km, 評價: A+, 來源: PDF"
GRAND LIVINA 黑 (2011),289918,"里程: 289,918km, 評價: A, 來源: PDF"
GRAND LIVINA 白 (2013),141125,"里程: 141,125km, 評價: A+, 來源: PDF"
NISSAN JUKE 黑 (2016),144666,"里程: 144,666km, 評價: C+, 來源: PDF"
NISSAN JUKE 灰 (2020),214672,"里程: 214,672km, 評價: A, 來源: PDF"
NISSAN KICKS 白 (2019),351000,"里程: 107,551km, 評價: A+, 來源: PDF"
NISSAN KICKS 白 (2019),306000,"里程: 89,326km, 評價: , 來源: PDF"
NISSAN KICKS 橙黃灰 (2019),207679,"里程: 207,679km, 評價: , 來源: PDF"
NISSAN KICKS 白 (2019),242000,"里程: 50,861km, 評價: B, 來源: PDF"
NISSAN KICKS 黑深紅 (2019),240000,"里程: 94,320km, 評價: , 來源: PDF"
NISSAN KICKS 白 (2019),231000,"里程: 26,674km, 評價: B, 來源: PDF"
NISSAN KICKS 深紅 (2020),260000,"里程: 130,918km, 評價: , 來源: PDF"
NISSAN KICKS 黑白 (2020),321000,"里程: 91,034km, 評價: A, 來源: PDF"
NISSAN KICKS 銀 (2020),210000,"里程: 172,333km, 評價: A+, 來源: PDF"
NISSAN KICKS 白 (2020),350036,"里程: 350,036km, 評價: C+, 來源: PDF"
NISSAN KICKS 深紅 (2021),246000,"里程: 183,937km, 評價: A+, 來源: PDF"
NISSAN KICKS 深紅 (2021),210000,"里程: 129,078km, 評價: B+, 來源: PDF"
NISSAN KICKS 白 (2021),300000,"里程: 75,511km, 評價: A, 來源: PDF"
KICKS 橙黃 白 (2022),411000,"里程: 29,949km, 評價: A+, 來源: PDF"
NISSAN KICKS 灰 (2023),441000,"里程: 39,051km, 評價: A+, 來源: PDF"
NISSAN KICKS 白 (2023),495000,"里程: 32,684km, 評價: A+, 來源: PDF"
NISSAN KICKS 灰 (2023),472000,"里程: 16,799km, 評價: A+, 來源: PDF"
NISSAN KICKS 白 (2023),477000,"里程: 23,231km, 評價: A+, 來源: PDF"
NISSAN KICKS 灰 (2023),653000,"里程: 38km, 評價: A+, 來源: PDF"
NISSAN KICKS 灰 (2024),556000,"里程: 13km, 評價: , 來源: PDF"
NISSAN KICKS 灰 (2024),557000,"里程: 12km, 評價: A+, 來源: PDF"
NISSAN KICKS 黑 (2024),470000,"里程: 8,868km, 評價: A+, 來源: PDF"
NISSAN KICKS 灰 (2025),591000,"里程: 7km, 評價: A+, 來源: PDF"
NISSAN LIVINA 深灰 (2007),71066,"里程: 71,066km, 評價: B+, 來源: PDF"
NISSAN LIVINA 白 (2011),197031,"里程: 197,031km, 評價: A, 來源: PDF"
NISSAN LIVINA 白 (2012),217835,"里程: 217,835km, 評價: B+, 來源: PDF"
NISSAN LIVINA 白 (2013),127732,"里程: 127,732km, 評價: B, 來源: PDF"
NISSAN LIVINA 銀 (2013),147267,"里程: 147,267km, 評價: B, 來源: PDF"
NISSAN LIVINA 深灰 (2013),92492,"里程: 92,492km, 評價: B, 來源: PDF"
NISSAN LIVINA 深藍 (2014),144782,"里程: 144,782km, 評價: A+, 來源: PDF"
NISSAN LIVINA 白 (2014),160101,"里程: 160,101km, 評價: A+, 來源: PDF"
NISSAN LIVINA 深灰 (2014),108072,"里程: 108,072km, 評價: A, 來源: PDF"
NISSAN LIVINA 深紅 (2015),129095,"里程: 129,095km, 評價: A+, 來源: PDF"
NISSAN LIVINA 深灰 (2015),131000,"里程: 47,880km, 評價: B, 來源: PDF"
NISSAN LIVINA 白 (2016),162139,"里程: 162,139km, 評價: , 來源: PDF"
NISSAN LIVINA 深灰 (2016),132000,"里程: 61,527km, 評價: A+, 來源: PDF"
NISSAN LIVINA 白 (2016),126774,"里程: 126,774km, 評價: A, 來源: PDF"
NISSAN LIVINA 白 (2017),121000,"里程: 110,981km, 評價: , 來源: PDF"
NISSAN LIVINA 銀 (2017),133000,"里程: 118,438km, 評價: , 來源: PDF"
NISSAN LIVINA 深藍 (2018),89493,"里程: 89,493km, 評價: B, 來源: PDF"
NISSAN LIVINA 白 (2018),152000,"里程: 142,754km, 評價: A+, 來源: PDF"
NISSAN LIVINA 銀 (2019),267078,"里程: 267,078km, 評價: , 來源: PDF"
NISSAN LIVINA 銀 (2019),118000,"里程: 99,257km, 評價: , 來源: PDF"
NISSAN LIVINA 銀 (2019),135234,"里程: 135,234km, 評價: N, 來源: PDF"
NISSAN LIVINA 黑 (2019),189261,"里程: 189,261km, 評價: B, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
NISSAN LIVINA 白 (2020),149000,"里程: 137,326km, 評價: , 來源: PDF"
NISSAN MARCH 深灰 (2013),113925,"里程: 113,925km, 評價: A, 來源: PDF"
NISSAN MARCH 銀 (2017),126269,"里程: 126,269km, 評價: A, 來源: PDF"
NISSAN ROGUE 黑 (2014),201727,"里程: 201,727km, 評價: B, 來源: PDF"
NISSAN SENTRA 深灰 (2014),319752,"里程: 319,752km, 評價: B, 來源: PDF"
NISSAN SENTRA 黑 (2014),171637,"里程: 171,637km, 評價: A, 來源: PDF"
NISSAN SENTRA 白 (2014),121689,"里程: 121,689km, 評價: A, 來源: PDF"
NISSAN SENTRA 黑 (2015),111000,"里程: 27,291km, 評價: A+, 來源: PDF"
NISSAN SENTRA 白 (2015),115947,"里程: 115,947km, 評價: A, 來源: PDF"
NISSAN SENTRA 深灰 (2016),100697,"里程: 100,697km, 評價: , 來源: PDF"
NISSAN SENTRA 銀 (2017),120000,"里程: 101,035km, 評價: A, 來源: PDF"
NISSAN SENTRA 深紅 (2018),160000,"里程: 1,030km, 評價: B, 來源: PDF"
NISSAN SENTRA 黑 (2018),157367,"里程: 157,367km, 評價: A, 來源: PDF"
NISSAN SENTRA 白 (2018),125000,"里程: 124,632km, 評價: B, 來源: PDF"
NISSAN SENTRA 白黑 (2020),441000,"里程: 32,945km, 評價: B+, 來源: PDF"
NISSAN SENTRA 黑橙黃 (2020),311000,"里程: 68,635km, 評價: A, 來源: PDF"
NISSAN SENTRA 黑 (2021),405000,"里程: 105,653km, 評價: A+, 來源: PDF"
NISSAN SENTRA 白 (2021),330000,"里程: 148,938km, 評價: A, 來源: PDF"
NISSAN SENTRA 灰 (2021),362000,"里程: 98,213km, 評價: A+, 來源: PDF"
NISSAN SENTRA 灰 (2021),355000,"里程: 113,506km, 評價: B, 來源: PDF"
NISSAN SENTRA 白 (2021),392000,"里程: 73,574km, 評價: A, 來源: PDF"
NISSAN SENTRA 灰 (2021),392000,"里程: 93,486km, 評價: A+, 來源: PDF"
NISSAN SENTRA 白 (2021),429000,"里程: 75,491km, 評價: A, 來源: PDF"
NISSAN SENTRA 黑白 (2022),520000,"里程: 26,023km, 評價: A, 來源: PDF"
NISSAN SENTRA 灰 (2022),399000,"里程: 127,040km, 評價: A, 來源: PDF"
NISSAN SENTRA 白黑 (2023),480000,"里程: 65,487km, 評價: B, 來源: PDF"
NISSAN SENTRA 白 (2023),529000,"里程: 17,045km, 評價: A+, 來源: PDF"
NISSAN SENTRA 黑白 (2024),536000,"里程: 17km, 評價: A+, 來源: PDF"
NISSAN SENTRA 白黑 (2024),573000,"里程: 13km, 評價: A+, 來源: PDF"
SENTRA 黑 白 (2024),530000,"里程: 20km, 評價: A+, 來源: PDF"
NISSAN SENTRA 黑白 (2024),525000,"里程: 30,670km, 評價: A+, 來源: PDF"
NISSAN TEANA 白 (2014),132159,"里程: 132,159km, 評價: A+, 來源: PDF"
NISSAN TEANA 黑 (2017),174000,"里程: 54,237km, 評價: A+, 來源: PDF"
NISSAN TIIDA 銀 (2009),236203,"里程: 236,203km, 評價: B, 來源: PDF"
NISSAN TIIDA 白 (2010),107618,"里程: 107,618km, 評價: , 來源: PDF"
NISSAN TIIDA 白 (2011),92701,"里程: 92,701km, 評價: A, 來源: PDF"
NISSAN TIIDA 深灰 (2012),137080,"里程: 137,080km, 評價: B, 來源: PDF"
NISSAN TIIDA 白 (2012),160785,"里程: 160,785km, 評價: B+, 來源: PDF"
NISSAN TIIDA 銀 (2013),135000,"里程: 19,848km, 評價: B+, 來源: PDF"
NISSAN TIIDA 深灰 (2013),241019,"里程: 241,019km, 評價: B, 來源: PDF"
NISSAN TIIDA 白 (2013),182139,"里程: 182,139km, 評價: , 來源: PDF"
NISSAN TIIDA 深紅 (2013),120127,"里程: 120,127km, 評價: B+, 來源: PDF"
NISSAN TIIDA 黑 (2014),188383,"里程: 188,383km, 評價: B, 來源: PDF"
NISSAN TIIDA 深紅 (2014),181928,"里程: 181,928km, 評價: B, 來源: PDF"
NISSAN TIIDA 深紅 (2014),115000,"里程: 101,260km, 評價: B+, 來源: PDF"
NISSAN TIIDA 銀 (2014),140236,"里程: 140,236km, 評價: B, 來源: PDF"
NISSAN TIIDA 白 (2014),204595,"里程: 204,595km, 評價: , 來源: PDF"
NISSAN TIIDA 深灰 (2015),128000,"里程: 122,125km, 評價: A+, 來源: PDF"
NISSAN TIIDA 白 (2015),103474,"里程: 103,474km, 評價: B, 來源: PDF"
NISSAN TIIDA 銀 (2015),154000,"里程: 49,883km, 評價: A, 來源: PDF"
NISSAN TIIDA 深紅 (2015),160000,"里程: 38,731km, 評價: A, 來源: PDF"
NISSAN TIIDA 深灰 (2015),141458,"里程: 141,458km, 評價: , 來源: PDF"
NISSAN TIIDA 深藍 (2015),108863,"里程: 108,863km, 評價: A, 來源: PDF"
NISSAN TIIDA 白 (2016),195227,"里程: 195,227km, 評價: A, 來源: PDF"
NISSAN TIIDA 白 (2017),177393,"里程: 177,393km, 評價: A+, 來源: PDF"
NISSAN TIIDA 白 (2017),245000,"里程: 29,851km, 評價: B+, 來源: PDF"
NISSAN TIIDA 白 (2017),91000,"里程: 78,721km, 評價: B, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
NISSAN TIIDA 銀 (2018),240342,"里程: 240,342km, 評價: B, 來源: PDF"
NISSAN TIIDA 白 (2018),211000,"里程: 90,344km, 評價: B+, 來源: PDF"
NISSAN TIIDA 白 (2018),190000,"里程: 172,347km, 評價: , 來源: PDF"
NISSAN TIIDA 白 (2018),270000,"里程: 51,827km, 評價: A, 來源: PDF"
NISSAN TIIDA 白 (2018),110000,"里程: 84,780km, 評價: B, 來源: PDF"
NISSAN TIIDA 白 (2020),243000,"里程: 68,087km, 評價: A, 來源: PDF"
NISSAN TIIDA 銀 (2020),170000,"里程: 137,685km, 評價: A, 來源: PDF"
NISSAN TIIDA 銀 (2020),185000,"里程: 137,686km, 評價: A, 來源: PDF"
NISSAN TIIDA 白 (2021),93000,"里程: 0km, 評價: N, 來源: PDF"
NISSAN TIIDA 灰 (2021),307000,"里程: 32,727km, 評價: A, 來源: PDF"
NISSAN TIIDA 白 (2021),280000,"里程: 34,587km, 評價: B, 來源: PDF"
NISSAN TIIDA 銀 (2021),302000,"里程: 33,278km, 評價: , 來源: PDF"
NISSAN TIIDA 銀 (2022),308000,"里程: 25,642km, 評價: A+, 來源: PDF"
NISSAN TIIDA 銀 (2022),262000,"里程: 42,260km, 評價: , 來源: PDF"
NISSAN TIIDA 白 (2022),297000,"里程: 32,160km, 評價: A, 來源: PDF"
NISSAN TIIDA 灰 (2022),278000,"里程: 42,287km, 評價: A, 來源: PDF"
NISSAN TIIDA 白 (2022),300000,"里程: 17,485km, 評價: , 來源: PDF"
NISSAN TIIDA 灰 (2022),272000,"里程: 27,292km, 評價: , 來源: PDF"
NISSAN TIIDA 深紅 (2022),227000,"里程: 23,643km, 評價: B, 來源: PDF"
NISSAN TIIDA 白 (2023),300000,"里程: 63,645km, 評價: A+, 來源: PDF"
NISSAN TIIDA 白 (2023),359000,"里程: 32,327km, 評價: A+, 來源: PDF"
NISSAN X-TRAIL 黑 (2015),218714,"里程: 218,714km, 評價: B+, 來源: PDF"
NISSAN X-TRAIL 銀 (2015),324647,"里程: 324,647km, 評價: A, 來源: PDF"
NISSAN X-TRAIL 深灰 (2015),189881,"里程: 189,881km, 評價: A+, 來源: PDF"
NISSAN X-TRAIL 白 (2015),200000,"里程: 66,599km, 評價: A, 來源: PDF"
NISSAN X-TRAIL 銀 (2016),188000,"里程: 100,439km, 評價: A+, 來源: PDF"
NISSAN X-TRAIL 黑 (2016),243553,"里程: 243,553km, 評價: B+, 來源: PDF"
NISSAN X-TRAIL 銀 (2016),215603,"里程: 215,603km, 評價: A+, 來源: PDF"
NISSAN X-TRAIL 白 (2016),212804,"里程: 212,804km, 評價: B+, 來源: PDF"
NISSAN X-TRAIL 黑 (2017),153000,"里程: 139,562km, 評價: A+, 來源: PDF"
NISSAN X-TRAIL 深灰 (2017),222810,"里程: 222,810km, 評價: B, 來源: PDF"
NISSAN X-TRAIL 藍 (2017),199000,"里程: 73,808km, 評價: , 來源: PDF"
NISSAN X-TRAIL 藍 (2018),211000,"里程: 124,424km, 評價: , 來源: PDF"
NISSAN X-TRAIL 藍 (2018),229000,"里程: 112,626km, 評價: A, 來源: PDF"
NISSAN X-TRAIL 藍 (2019),340000,"里程: 47,729km, 評價: A, 來源: PDF"
NISSAN X-TRAIL 藍 (2019),363000,"里程: 68,620km, 評價: A+, 來源: PDF"
NISSAN X-TRAIL 黑深紅 (2019),370000,"里程: 45,172km, 評價: A, 來源: PDF"
NISSAN X-TRAIL 白 (2020),312000,"里程: 122,726km, 評價: A+, 來源: PDF"
NISSAN X-TRAIL 白 (2024),755000,"里程: 25,709km, 評價: A+, 來源: PDF"
